date;time;transaction;quantity;item
30/10/2019;10:49:29;21;1;Bread
30/10/2019;10:52:15;22;1;Jam
30/10/2019;10:53:49;23;1;Scandinavian
30/10/2019;10:53:49;23;1;Muffin
30/10/2019;10:54:33;24;1;Bread
30/10/2019;10:55:22;25;1;Scandinavian
30/10/2019;10:56:08;26;1;Fudge
30/10/2019;11:02:19;27;1;Scandinavian
30/10/2019;11:03:24;28;1;Coffee
30/10/2019;11:03:24;28;1;Bread
30/10/2019;11:05:30;29;1;Bread
30/10/2019;11:05:30;29;1;Jam
30/10/2019;11:05:30;29;1;NONE
30/10/2019;11:07:19;30;1;Bread
30/10/2019;11:12:56;31;1;Basket
30/10/2019;11:16:15;32;1;Scandinavian
30/10/2019;11:16:15;32;1;Muffin
30/10/2019;11:22:49;33;1;Coffee
30/10/2019;11:25:45;34;1;Coffee
30/10/2019;11:25:45;34;1;Muffin
30/10/2019;11:27:34;35;1;Muffin
30/10/2019;11:27:34;35;1;Scandinavian
30/10/2019;11:33:08;36;1;Tea
30/10/2019;11:33:08;36;1;Bread
30/10/2019;11:37:10;37;1;Coffee
30/10/2019;11:37:10;37;1;Bread
30/10/2019;11:37:10;37;1;NONE
30/10/2019;11:42:40;38;1;Bread
30/10/2019;11:42:40;38;1;Tea
30/10/2019;11:44:31;39;1;Scandinavian
30/10/2019;11:55:51;40;1;Juice
30/10/2019;11:55:51;40;1;NONE
30/10/2019;11:55:51;40;1;Tartine
30/10/2019;11:55:51;40;1;Coffee
30/10/2019;11:55:51;40;1;Muffin
30/10/2019;11:57:06;41;1;Scandinavian
30/10/2019;11:57:45;42;1;Bread
30/10/2019;11:57:45;42;1;Tea
30/10/2019;12:00:22;43;1;Scandinavian
30/10/2019;12:00:22;43;1;Fudge
30/10/2019;12:05:47;44;1;Coffee
30/10/2019;12:05:47;44;1;Medialuna
30/10/2019;12:08:36;45;1;Coffee
30/10/2019;12:08:36;45;1;Hot chocolate
30/10/2019;12:08:36;45;1;Medialuna
30/10/2019;12:09:04;46;1;Coffee
30/10/2019;12:15:29;47;1;Ella's Kitchen Pouches
30/10/2019;12:15:29;47;1;Juice
30/10/2019;12:15:29;47;1;Bread
30/10/2019;12:15:29;47;1;Muffin
30/10/2019;12:15:29;47;1;Jam
30/10/2019;12:17:02;48;1;Coffee
30/10/2019;12:23:01;49;1;Coffee
30/10/2019;12:23:01;49;1;Coffee
30/10/2019;12:23:01;49;1;Medialuna
30/10/2019;12:25:11;50;1;Bread
30/10/2019;12:25:11;50;1;Victorian Sponge
30/10/2019;12:26:58;51;1;Bread
30/10/2019;12:28:07;52;1;Scandinavian
30/10/2019;12:33:08;54;1;Bread
30/10/2019;12:38:06;55;1;Frittata
30/10/2019;12:38:06;55;1;Coffee
30/10/2019;12:38:06;55;1;Tea
30/10/2019;12:38:06;55;2;Hearty & Seasonal
30/10/2019;12:39:27;56;2;Coffee
30/10/2019;12:39:27;56;2;Frittata
30/10/2019;12:45:48;57;2;Scandinavian
30/10/2019;12:59:29;58;2;Victorian Sponge
30/10/2019;12:59:29;58;2;Hot chocolate
30/10/2019;12:59:29;58;2;Tea
30/10/2019;12:59:29;58;2;Soup
30/10/2019;13:02:04;59;2;Tea
30/10/2019;13:02:04;59;2;NONE
30/10/2019;13:14:04;60;2;Cookies
30/10/2019;13:14:04;60;2;Coffee
30/10/2019;13:14:04;60;2;Juice
30/10/2019;13:14:04;60;2;Coffee
30/10/2019;13:15:38;61;2;Coffee
30/10/2019;13:24:00;62;2;Pick and Mix Bowls
30/10/2019;13:24:00;62;2;Hearty & Seasonal
30/10/2019;13:24:00;62;2;Hearty & Seasonal
30/10/2019;13:24:00;62;2;Coffee
30/10/2019;13:24:00;62;2;Smoothies
30/10/2019;13:24:00;62;2;Coffee
30/10/2019;13:33:12;63;2;Coffee
30/10/2019;13:34:07;64;1;Cake
30/10/2019;13:37:25;65;1;NONE
30/10/2019;13:37:25;65;1;Tartine
30/10/2019;13:37:25;65;1;Mighty Protein
30/10/2019;13:37:25;65;1;Tea
30/10/2019;13:37:25;65;1;Coffee
30/10/2019;13:40:20;66;1;Hearty & Seasonal
30/10/2019;13:40:20;66;1;Frittata
30/10/2019;13:40:20;66;1;Mineral water
30/10/2019;13:46:48;67;1;Hearty & Seasonal
30/10/2019;13:46:48;67;1;NONE
30/10/2019;13:46:48;67;1;Mineral water
30/10/2019;13:46:48;67;1;Muffin
30/10/2019;13:49:36;68;1;Frittata
30/10/2019;13:49:36;68;1;Coffee
30/10/2019;13:49:36;68;1;Tea
30/10/2019;13:49:36;68;1;Scandinavian
30/10/2019;13:49:36;68;3;Chicken sand
30/10/2019;13:51:49;69;3;Bread
30/10/2019;13:51:49;69;3;Tea
30/10/2019;13:51:49;69;3;Victorian Sponge
30/10/2019;13:54:42;70;3;Fudge
30/10/2019;13:56:08;71;3;Muffin
30/10/2019;14:21:38;72;3;Coffee
30/10/2019;14:21:38;72;3;Bread
30/10/2019;14:22:39;73;3;Bread
30/10/2019;14:24:03;74;3;Coffee
30/10/2019;14:24:03;74;3;Bread
30/10/2019;14:32:26;75;3;NONE
30/10/2019;14:32:26;75;3;Jam
30/10/2019;14:32:26;75;3;Frittata
30/10/2019;14:32:49;76;3;Coffee
30/10/2019;14:35:36;77;3;Scandinavian
30/10/2019;14:42:29;78;3;Fudge
30/10/2019;14:45:44;79;3;Fudge
30/10/2019;14:45:44;79;3;Tea
30/10/2019;14:45:44;79;3;Coffee
30/10/2019;14:45:44;79;3;Muffin
30/10/2019;14:48:40;80;3;Frittata
30/10/2019;14:48:40;80;3;Bread
30/10/2019;14:48:40;80;3;Coffee
31/10/2019;8:28:31;81;3;Coffee
31/10/2019;8:28:31;81;3;Cake
31/10/2019;8:47:05;82;3;Tartine
31/10/2019;8:47:05;82;3;NONE
31/10/2019;8:47:05;82;3;Bread
31/10/2019;8:57:47;83;3;Coffee
31/10/2019;8:57:47;83;3;Bread
31/10/2019;9:04:06;84;3;Bread
31/10/2019;9:10:09;85;3;Coffee
31/10/2019;9:10:09;85;3;Coffee
31/10/2019;9:10:09;85;3;Pastry
31/10/2019;9:10:09;85;3;Medialuna
31/10/2019;9:11:08;86;3;Juice
31/10/2019;9:12:56;87;3;Bread
31/10/2019;9:16:01;88;3;Coffee
31/10/2019;9:16:01;88;3;Coffee
31/10/2019;9:16:01;88;3;Jam
31/10/2019;9:19:41;89;3;Bread
31/10/2019;9:20:12;90;3;Bread
31/10/2019;9:20:12;90;3;Coffee
31/10/2019;9:22:48;91;3;Tea
31/10/2019;9:22:48;91;3;NONE
31/10/2019;9:27:11;92;3;Coffee
31/10/2019;9:29:23;93;3;Bread
31/10/2019;9:29:23;93;3;Coke
31/10/2019;9:39:09;94;3;Coffee
31/10/2019;9:39:09;94;3;Coffee
31/10/2019;9:43:37;95;3;Tea
31/10/2019;9:43:37;95;3;Pastry
31/10/2019;9:43:37;95;3;Farm House
31/10/2019;9:46:48;96;3;Pastry
31/10/2019;9:46:48;96;3;Pastry
31/10/2019;9:46:48;96;3;Coffee
31/10/2019;9:46:48;96;3;Juice
31/10/2019;9:51:11;97;3;Coffee
31/10/2019;9:51:11;97;3;Pastry
31/10/2019;9:51:11;97;3;Juice
31/10/2019;9:52:22;98;3;Farm House
31/10/2019;9:56:37;99;3;Pastry
31/10/2019;9:56:37;99;3;Pastry
31/10/2019;9:56:37;99;3;Coffee
31/10/2019;9:56:37;99;3;Bread
31/10/2019;9:58:06;100;3;Bread
31/10/2019;10:04:02;101;3;Coffee
31/10/2019;10:04:02;101;3;Pastry
31/10/2019;10:04:44;102;3;Farm House
31/10/2019;10:07:40;103;3;NONE
31/10/2019;10:07:40;103;3;Bread
31/10/2019;10:12:48;104;3;Coffee
31/10/2019;10:12:48;104;3;Coffee
31/10/2019;10:12:48;104;3;Medialuna
31/10/2019;10:12:48;104;3;Muffin
31/10/2019;10:12:48;104;3;Coffee
31/10/2019;10:21:29;105;3;Coffee
31/10/2019;10:21:29;105;3;Tea
31/10/2019;10:21:29;105;3;NONE
31/10/2019;10:21:29;105;3;Cake
31/10/2019;10:24:21;106;3;Coffee
31/10/2019;10:24:21;106;3;Coffee
31/10/2019;10:24:21;106;3;Pastry
31/10/2019;10:24:21;106;3;Pastry
31/10/2019;10:27:30;107;3;Coffee
31/10/2019;10:27:30;107;3;Tea
31/10/2019;10:31:05;108;3;Farm House
31/10/2019;10:31:05;108;3;Muffin
31/10/2019;10:35:23;109;3;Bread
31/10/2019;10:35:23;109;3;Muffin
31/10/2019;10:35:23;109;3;Pastry
31/10/2019;10:36:37;110;3;Pastry
31/10/2019;10:38:09;111;3;Coffee
31/10/2019;10:59:17;112;3;Coffee
31/10/2019;11:02:37;113;3;Coffee
31/10/2019;11:02:37;113;3;Cake
31/10/2019;11:05:45;114;3;Farm House
31/10/2019;11:08:53;115;3;Bread
31/10/2019;11:11:01;116;3;Coffee
31/10/2019;11:13:08;117;3;Cookies
31/10/2019;11:13:08;117;3;Cake
31/10/2019;11:13:08;117;3;Coffee
31/10/2019;11:13:08;117;3;My-5 Fruit Shoot
31/10/2019;11:18:29;118;3;Cookies
31/10/2019;11:18:29;118;3;Cookies
31/10/2019;11:18:29;118;3;Tea
31/10/2019;11:18:29;118;3;Pastry
31/10/2019;11:25:56;119;3;Coffee
31/10/2019;11:25:56;119;3;Coffee
31/10/2019;11:25:56;119;3;Muffin
31/10/2019;11:29:01;120;3;Farm House
31/10/2019;11:30:59;121;3;Coffee
31/10/2019;11:30:59;121;3;Bread
31/10/2019;11:37:30;122;3;Cookies
31/10/2019;11:42:05;123;3;Jam
31/10/2019;11:42:05;123;3;NONE
31/10/2019;11:42:05;123;3;Coffee
31/10/2019;11:42:05;123;3;Coffee
31/10/2019;11:42:05;123;3;Juice
31/10/2019;11:43:10;124;3;Coffee
31/10/2019;11:43:10;124;3;Soup
31/10/2019;11:47:18;125;3;Tea
31/10/2019;11:52:43;126;3;Coffee
31/10/2019;11:52:43;126;3;Jam
31/10/2019;11:53:11;127;3;Farm House
31/10/2019;11:55:00;128;3;NONE
31/10/2019;11:55:00;128;3;Tartine
31/10/2019;11:55:00;128;3;Coffee
31/10/2019;11:55:00;128;3;Tea
31/10/2019;11:59:23;129;3;Coffee
31/10/2019;11:59:23;129;3;Coffee
31/10/2019;11:59:23;129;3;Cake
31/10/2019;12:03:12;130;3;Coffee
31/10/2019;12:03:12;130;3;Coffee
31/10/2019;12:03:12;130;3;Muffin
31/10/2019;12:08:28;131;3;Bread
31/10/2019;12:08:28;131;3;Coffee
31/10/2019;12:14:20;132;3;Tea
31/10/2019;12:14:20;132;3;Juice
31/10/2019;12:14:20;132;3;Pick and Mix Bowls
31/10/2019;12:14:20;132;3;Cookies
31/10/2019;12:16:32;133;3;Hearty & Seasonal
31/10/2019;12:16:32;133;3;Soup
31/10/2019;12:19:37;134;3;Hearty & Seasonal
31/10/2019;12:19:37;134;3;Tea
31/10/2019;12:19:37;134;3;Farm House
31/10/2019;12:20:21;135;3;Bread
31/10/2019;12:27:41;136;3;Tea
31/10/2019;12:27:41;136;3;Soup
31/10/2019;12:37:07;137;3;Farm House
31/10/2019;12:43:35;138;1;Soup
31/10/2019;12:43:35;138;1;Hearty & Seasonal
31/10/2019;12:43:35;138;1;Coffee
31/10/2019;12:50:57;139;1;Bread
31/10/2019;12:50:57;139;1;Muffin
31/10/2019;12:50:57;139;1;Hearty & Seasonal
31/10/2019;12:53:33;140;1;Coffee
31/10/2019;12:53:33;140;1;Coffee
31/10/2019;12:53:33;140;1;Cookies
31/10/2019;12:54:28;141;1;Bread
31/10/2019;12:56:47;142;1;Tea
31/10/2019;12:56:47;142;1;Muffin
31/10/2019;12:59:08;143;1;Tea
31/10/2019;13:02:11;144;1;Soup
31/10/2019;13:02:11;144;1;Hearty & Seasonal
31/10/2019;13:05:49;145;1;Coffee
31/10/2019;13:05:49;145;1;Tea
31/10/2019;13:05:49;145;1;Focaccia
31/10/2019;13:08:30;146;1;Sandwich
31/10/2019;13:09:31;147;1;Tartine
31/10/2019;13:09:31;147;1;Coffee
31/10/2019;13:21:17;148;1;Fudge
31/10/2019;13:21:17;148;1;Coffee
31/10/2019;13:21:17;148;1;Coffee
31/10/2019;13:26:03;149;1;Coffee
31/10/2019;13:31:33;150;1;Bread
31/10/2019;13:50:17;151;2;Coke
31/10/2019;13:50:17;151;2;Soup
31/10/2019;13:51:18;152;2;Muffin
31/10/2019;13:55:22;153;2;Tea
31/10/2019;13:55:22;153;2;Coffee
31/10/2019;13:55:22;153;2;Cookies
31/10/2019;13:55:22;153;2;Muffin
31/10/2019;14:00:21;154;2;Mighty Protein
31/10/2019;14:00:21;154;2;Hearty & Seasonal
31/10/2019;14:00:21;154;2;Coffee
31/10/2019;14:00:21;154;2;Coke
31/10/2019;14:01:30;155;2;Tea
31/10/2019;14:01:30;155;2;Muffin
31/10/2019;14:01:30;155;2;Sandwich
31/10/2019;14:04:16;156;2;Coffee
31/10/2019;14:04:16;156;2;Muffin
31/10/2019;14:05:07;157;2;Coffee
31/10/2019;14:05:07;157;2;Bread
31/10/2019;14:20:29;158;2;Coffee
31/10/2019;14:20:29;158;2;Muffin
31/10/2019;14:22:31;159;2;Bread
31/10/2019;14:22:31;159;2;Hot chocolate
31/10/2019;14:22:31;159;2;Cookies
31/10/2019;14:35:27;160;2;Mineral water
31/10/2019;14:35:27;160;2;Muffin
31/10/2019;14:42:34;161;2;Tea
31/10/2019;14:44:48;162;2;Muffin
31/10/2019;14:47:16;163;2;Coffee
31/10/2019;14:47:16;163;2;Juice
31/10/2019;14:47:36;164;2;Coffee
31/10/2019;14:47:36;164;2;Muffin
31/10/2019;14:48:49;165;2;Tea
31/10/2019;14:49:28;166;2;Coffee
31/10/2019;14:49:28;166;2;Muffin
31/10/2019;14:50:42;167;2;Sandwich
31/10/2019;14:50:42;167;2;Hearty & Seasonal
31/10/2019;14:50:42;167;2;Bread
31/10/2019;14:50:42;167;2;Mineral water
31/10/2019;14:56:25;168;2;Tea
31/10/2019;14:56:25;168;2;Coffee
31/10/2019;15:05:17;169;2;Mineral water
31/10/2019;15:16:49;170;2;Coffee
31/10/2019;15:20:16;171;2;Soup
31/10/2019;15:20:16;171;2;Tea
31/10/2019;17:06:47;172;2;Bread
31/10/2019;17:06:47;172;2;Coffee
31/10/2019;17:08:09;173;2;Bread
31/10/2019;17:08:09;173;2;Muffin
31/10/2019;17:40:21;174;2;Coffee
31/10/2019;17:49:42;175;2;Bread
31/10/2019;18:22:24;176;2;Cookies
31/10/2019;18:22:24;176;2;Coffee
1/11/2019;7:51:20;178;2;Coffee
1/11/2019;7:51:20;178;2;Pastry
1/11/2019;8:20:50;179;2;Coffee
1/11/2019;8:20:50;179;2;Pastry
1/11/2019;8:22:28;180;2;Jam
1/11/2019;8:22:28;180;2;Tea
1/11/2019;8:45:20;181;2;Tea
1/11/2019;8:45:20;181;2;Tea
1/11/2019;9:07:47;182;2;Pastry
1/11/2019;9:07:47;182;2;Pastry
1/11/2019;9:07:47;182;2;Ella's Kitchen Pouches
1/11/2019;9:09:26;183;2;Pastry
1/11/2019;9:26:03;184;2;Farm House
1/11/2019;9:26:03;184;2;NONE
1/11/2019;9:26:03;184;2;Tea
1/11/2019;9:29:25;185;2;Tea
1/11/2019;9:29:25;185;2;Victorian Sponge
1/11/2019;9:43:13;186;2;Tea
1/11/2019;9:43:13;186;2;Pastry
1/11/2019;10:02:27;187;2;Bread
1/11/2019;10:04:05;188;2;Coffee
1/11/2019;10:29:02;189;2;Bread
1/11/2019;10:29:02;189;2;Coffee
1/11/2019;10:34:53;190;2;Coffee
1/11/2019;10:34:53;190;2;Pastry
1/11/2019;10:34:53;190;2;Pastry
1/11/2019;10:50:50;191;2;Soup
1/11/2019;10:50:50;191;2;Tea
1/11/2019;10:56:08;192;2;NONE
1/11/2019;10:56:08;192;2;Bread
1/11/2019;11:00:48;193;2;Coffee
1/11/2019;11:04:36;194;2;Bread
1/11/2019;11:04:36;194;2;Bread
1/11/2019;11:06:09;195;2;Bread
1/11/2019;11:06:09;195;2;NONE
1/11/2019;11:06:09;195;2;Scandinavian
1/11/2019;11:08:18;196;2;Bread
1/11/2019;11:08:18;196;2;Cake
1/11/2019;11:08:18;196;2;Cookies
1/11/2019;11:10:11;197;2;Coffee
1/11/2019;11:10:11;197;2;Coffee
1/11/2019;11:10:11;197;2;Tea
1/11/2019;11:11:58;198;2;Coffee
1/11/2019;11:11:58;198;2;Cookies
1/11/2019;11:13:20;199;2;Coffee
1/11/2019;11:16:30;200;2;Bread
1/11/2019;11:22:36;201;2;NONE
1/11/2019;11:22:36;201;2;Coffee
1/11/2019;11:22:36;201;2;Pastry
1/11/2019;11:23:19;202;2;Coffee
1/11/2019;11:23:19;202;2;Coffee
1/11/2019;11:25:53;203;2;Coffee
1/11/2019;11:30:00;204;2;Scandinavian
1/11/2019;11:30:00;204;2;Bread
1/11/2019;11:49:31;205;2;Coffee
1/11/2019;11:49:31;205;2;Coffee
1/11/2019;11:49:31;205;2;Pastry
1/11/2019;11:54:17;206;2;Scandinavian
1/11/2019;11:54:17;206;2;Coffee
1/11/2019;11:54:17;206;2;Pastry
1/11/2019;12:03:37;207;2;Hearty & Seasonal
1/11/2019;12:03:37;207;2;Coffee
1/11/2019;12:03:37;207;2;Muffin
1/11/2019;12:10:09;208;2;Bread
1/11/2019;12:10:38;209;2;Coffee
1/11/2019;12:12:26;210;2;Scandinavian
1/11/2019;12:15:36;211;2;Soup
1/11/2019;12:15:36;211;2;Coffee
1/11/2019;12:20:30;212;2;Coffee
1/11/2019;12:20:30;212;2;Cookies
1/11/2019;12:20:30;212;2;Tartine
1/11/2019;12:22:04;213;2;Bread
1/11/2019;12:26:43;214;2;Bread
1/11/2019;12:26:43;214;2;Tea
1/11/2019;12:26:43;214;2;Tea
1/11/2019;12:30:30;215;2;Pastry
1/11/2019;12:30:30;215;2;Coffee
1/11/2019;12:31:30;216;2;Tartine
1/11/2019;12:31:30;216;2;Coffee
1/11/2019;12:33:31;217;2;Bread
1/11/2019;12:33:31;217;2;Cookies
1/11/2019;12:37:29;218;2;Sandwich
1/11/2019;12:41:16;219;2;Tartine
1/11/2019;12:49:16;220;2;Bread
1/11/2019;12:49:16;220;2;Pastry
1/11/2019;12:53:18;221;2;Bread
1/11/2019;12:53:18;221;2;Scandinavian
1/11/2019;13:08:46;222;2;Scandinavian
1/11/2019;13:11:34;223;2;Alfajores
1/11/2019;13:11:34;223;2;Coffee
1/11/2019;13:15:08;224;2;Coffee
1/11/2019;13:19:00;225;2;Coffee
1/11/2019;13:19:00;225;2;Coke
1/11/2019;13:19:00;225;2;Soup
1/11/2019;13:21:52;226;2;Cake
1/11/2019;13:31:35;227;2;Tea
1/11/2019;13:31:35;227;2;Sandwich
1/11/2019;13:31:35;227;2;Soup
1/11/2019;13:33:54;228;2;Coffee
1/11/2019;13:37:48;229;2;Hearty & Seasonal
1/11/2019;13:37:48;229;2;Bread
1/11/2019;13:41:53;230;2;Alfajores
1/11/2019;13:45:21;231;2;Cake
1/11/2019;14:10:03;232;2;Tea
1/11/2019;14:10:03;232;2;Tea
1/11/2019;14:10:03;232;2;Bread
1/11/2019;14:13:26;233;2;Coffee
1/11/2019;14:13:26;233;2;Tea
1/11/2019;14:13:26;233;2;Bread
1/11/2019;14:13:26;233;2;Soup
1/11/2019;14:14:01;234;2;Coffee
1/11/2019;14:14:01;234;2;Coffee
1/11/2019;14:18:52;235;2;Scandinavian
1/11/2019;14:22:07;236;2;Fudge
1/11/2019;14:25:14;237;2;Coffee
1/11/2019;14:25:14;237;2;Sandwich
1/11/2019;14:37:16;238;2;Tea
1/11/2019;14:37:16;238;2;Bread
1/11/2019;14:37:16;238;2;Cookies
1/11/2019;14:37:16;238;2;Pastry
1/11/2019;14:37:26;239;2;Muffin
1/11/2019;14:42:31;240;2;Scandinavian
1/11/2019;14:54:33;241;2;Jam
1/11/2019;14:54:33;241;2;Tea
1/11/2019;15:02:23;242;2;Juice
1/11/2019;15:02:23;242;2;Tea
1/11/2019;15:02:23;242;2;Alfajores
1/11/2019;15:18:43;243;2;Cake
1/11/2019;15:18:43;243;2;Muffin
1/11/2019;15:18:43;243;2;Coffee
1/11/2019;15:18:43;243;2;Soup
1/11/2019;15:33:18;244;2;Hot chocolate
1/11/2019;15:33:18;244;2;Cake
1/11/2019;15:33:18;244;2;Coffee
1/11/2019;15:37:30;245;2;Cake
1/11/2019;15:37:30;245;2;Cookies
1/11/2019;15:48:44;246;2;Tea
1/11/2019;15:48:44;246;2;Bread
1/11/2019;16:07:11;247;2;Alfajores
1/11/2019;16:07:11;247;2;Coffee
1/11/2019;16:07:11;247;2;Coffee
1/11/2019;16:07:11;247;2;Coffee
1/11/2019;16:07:11;247;2;Juice
1/11/2019;16:08:22;248;2;Coffee
1/11/2019;16:08:22;248;2;Tea
1/11/2019;16:08:22;248;2;Soup
1/11/2019;16:10:03;249;2;Hot chocolate
1/11/2019;16:10:42;250;2;Cookies
1/11/2019;16:26:55;251;2;Coffee
1/11/2019;16:26:55;251;2;Medialuna
1/11/2019;16:28:57;252;2;Bread
1/11/2019;16:28:57;252;2;Eggs
1/11/2019;17:46:13;253;2;Scandinavian
1/11/2019;18:43:55;254;2;Medialuna
2/11/2019;8:02:20;255;2;Coffee
2/11/2019;8:02:20;255;2;Coffee
2/11/2019;8:02:20;255;2;Pastry
2/11/2019;8:05:03;256;2;Coffee
2/11/2019;8:05:03;256;2;Bread
2/11/2019;8:07:05;257;2;Bread
2/11/2019;8:07:05;257;2;Coffee
2/11/2019;8:07:05;257;2;Pastry
2/11/2019;8:07:05;257;2;NONE
2/11/2019;8:08:45;258;2;Coffee
2/11/2019;8:08:45;258;2;Pastry
2/11/2019;8:11:35;259;2;Pastry
2/11/2019;8:12:03;260;2;Coffee
2/11/2019;8:12:51;261;2;Coffee
2/11/2019;8:29:04;262;2;Coffee
2/11/2019;8:29:04;262;2;Hot chocolate
2/11/2019;8:29:04;262;2;Pastry
2/11/2019;8:53:32;263;2;Coke
2/11/2019;9:02:24;264;2;Coffee
2/11/2019;9:02:24;264;2;Jam
2/11/2019;9:03:13;265;2;Tea
2/11/2019;9:05:25;266;2;NONE
2/11/2019;9:05:25;266;2;Bread
2/11/2019;9:05:25;266;2;Pastry
2/11/2019;9:18:53;267;2;Coffee
2/11/2019;9:18:53;267;2;Alfajores
2/11/2019;9:18:53;267;2;Farm House
2/11/2019;9:22:47;268;2;Tea
2/11/2019;9:22:47;268;2;Pastry
2/11/2019;9:25:31;269;2;Bread
2/11/2019;9:27:58;270;2;Coffee
2/11/2019;9:27:58;270;2;Jam
2/11/2019;9:33:47;271;2;Coffee
2/11/2019;9:33:47;271;2;Tea
2/11/2019;9:33:47;271;2;Coffee
2/11/2019;9:33:47;271;2;Pastry
2/11/2019;9:35:10;272;2;Farm House
2/11/2019;9:52:58;274;2;Coffee
2/11/2019;9:52:58;274;2;NONE
2/11/2019;9:52:58;274;2;Bread
2/11/2019;9:52:58;274;2;Pastry
2/11/2019;9:53:28;275;2;Farm House
2/11/2019;9:54:47;276;2;Coffee
2/11/2019;9:54:47;276;2;Coffee
2/11/2019;9:54:47;276;2;Pastry
2/11/2019;10:12:15;277;2;Farm House
2/11/2019;10:13:27;278;2;Coffee
2/11/2019;10:13:27;278;2;Pastry
2/11/2019;10:15:48;279;2;NONE
2/11/2019;10:15:48;279;2;Coffee
2/11/2019;10:17:22;280;2;Coffee
2/11/2019;10:17:22;280;2;Pastry
2/11/2019;10:29:56;281;2;Bread
2/11/2019;10:29:56;281;2;Bread
2/11/2019;10:37:45;282;2;Bread
2/11/2019;10:37:45;282;2;Coffee
2/11/2019;10:37:45;282;2;Pastry
2/11/2019;10:44:50;283;2;Pastry
2/11/2019;10:44:50;283;2;Coffee
2/11/2019;10:48:08;284;2;Coffee
2/11/2019;10:48:08;284;2;Farm House
2/11/2019;10:52:20;285;2;Farm House
2/11/2019;10:52:20;285;2;Farm House
2/11/2019;10:52:20;285;2;Pastry
2/11/2019;10:53:48;286;2;Bread
2/11/2019;10:53:48;286;2;Juice
2/11/2019;10:53:48;286;2;Alfajores
2/11/2019;10:56:40;287;2;Coffee
2/11/2019;10:56:40;287;2;Pastry
2/11/2019;10:59:16;288;2;Bread
2/11/2019;10:59:16;288;2;Alfajores
2/11/2019;11:00:57;289;2;Bread
2/11/2019;11:03:49;290;2;Coffee
2/11/2019;11:03:49;290;2;Cookies
2/11/2019;11:04:47;291;2;Coffee
2/11/2019;11:15:13;292;2;Cookies
2/11/2019;11:29:15;293;2;Hearty & Seasonal
2/11/2019;11:35:36;294;2;Coffee
2/11/2019;11:39:45;295;2;Jam
2/11/2019;11:39:45;295;2;Tartine
2/11/2019;11:39:45;295;2;Bread
2/11/2019;11:58:42;296;2;Farm House
2/11/2019;11:58:42;296;2;Scandinavian
2/11/2019;12:06:51;297;2;Hearty & Seasonal
2/11/2019;12:06:51;297;2;Coffee
2/11/2019;12:06:51;297;2;Muffin
2/11/2019;12:06:51;297;2;Scandinavian
2/11/2019;12:11:56;298;2;Tartine
2/11/2019;12:11:56;298;2;Pick and Mix Bowls
2/11/2019;12:11:56;298;2;NONE
2/11/2019;12:11:56;298;2;Coffee
2/11/2019;12:11:56;298;2;Coke
2/11/2019;12:14:15;299;2;Bread
